author,year,doi,shape,measure,height,lat,lon,start_date,end_date,duration,number,number_units,n_obs,n_loc,size_min,size_max,size_units,obs_size_min,obs_size_max,mass,mass_units,alpha,c,c_units,shape_factor,density,density_units,ng/particle
Allen,2020,https://doi.org/10.1371/journal.pone.0232746,fragment,concentration,,44.21666666666667,-1.283333333333333,2018-10-05,2018-10-13,8 days,65981.40737604645,particle/m3,8,1,0.0871,100.0,µm,20.0,200.0,0.05247971685456407,µg/m3,2.7,1769.7180786799331,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695928
Allen,2021,https://doi.org/10.1038/s41467-021-27454-7,fragment,concentration,,42.936802,0.14117,2017-06-23,2017-10-23,97 days,1725.8027834429668,particle/m3,15,1,0.0871,100.0,µm,20.0,200.0,0.0013726539797146759,µg/m3,2.7,46.2885607863518,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-73.86,76.97,2020-01-21,2020-01-30,8 days,12.614040582279785,particle/m3,2,1,0.0871,100.0,µm,20.0,200.0,1.0032845682984713e-05,µg/m3,2.7,0.33832706138619006,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-69.3,76.23,2019-11-22,2019-11-25,3 days,22.500721038661037,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,1.7896427434513117e-05,µg/m3,2.7,0.6035023257159012,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-68.97,76.42,2019-11-20,2019-11-22,2 days,22.500721038661037,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,1.7896427434513117e-05,µg/m3,2.7,0.6035023257159012,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-65.62,77.77,2019-11-18,2019-11-20,2 days,29.319121353406835,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,2.3319587263153473e-05,µg/m3,2.7,0.7863818183570842,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695925
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-65.42,82.0,2020-03-12,2020-03-14,2 days,19.77336091276251,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,1.5727163503056804e-05,µg/m3,2.7,0.5303505286594224,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-65.22,152.27,2020-03-20,2020-03-24,4 days,117.95832544510435,particle/m3,2,2,0.0871,100.0,µm,20.0,200.0,9.382066503547987e-05,µg/m3,2.7,3.1638152226925205,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-64.04,103.43,2020-03-14,2020-03-16,2 days,3.4092001573723745,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,2.7115799143197628e-06,µg/m3,2.7,0.09143974632057741,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695925
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-64.39,128.36,2020-03-16,2020-03-18,2 days,12.273120566541808,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,9.761687691552148e-06,µg/m3,2.7,0.3291830867541125,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695925
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-64.74,146.33,2020-03-18,2020-03-20,2 days,2.727360125897478,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,2.1692639314554753e-06,µg/m3,2.7,0.07315179705645063,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-61.65,89.95,2019-11-16,2019-11-18,2 days,72.95688336778122,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,5.802781016645279e-05,µg/m3,2.7,1.9568105712606896,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695925
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-60.89,109.6,2019-11-14,2019-11-16,2 days,111.82176516183347,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,8.89398211897038e-05,µg/m3,2.7,2.9992236793154645,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695925
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-60.34,129.58,2019-11-12,2019-11-14,2 days,44.319602045848235,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,3.525053888616279e-05,µg/m3,2.7,1.188716702167704,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-54.24,144.16,2019-11-10,2019-11-12,2 days,66.82032308451032,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,5.314696632067673e-05,µg/m3,2.7,1.7922190278836334,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-45.85,147.42,2019-11-07,2019-11-10,3 days,205.23384947385316,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,0.00016323711084207854,µg/m3,2.7,5.504672728499732,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-44.41,150.09,2020-04-02,2020-04-04,2 days,10.227600472118175,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,8.134739742960127e-06,µg/m3,2.7,0.27431923896176047,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-34.27,153.05,2020-04-04,2020-04-06,2 days,40.91040188847585,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,3.2538958971843015e-05,µg/m3,2.7,1.0972769558471265,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-24.05,155.57,2020-04-06,2020-04-08,2 days,62.729282895662,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,4.989307042349184e-05,µg/m3,2.7,1.682491332298901,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695925
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-13.66,155.27,2020-04-08,2020-04-10,2 days,53.86536248649256,particle/m3,1,1,0.0871,100.0,µm,20.0,200.0,4.2842962646259446e-05,µg/m3,2.7,1.4447479918653658,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695925
