author,year,doi,shape,measure,height,lat,lon,start_date,end_date,duration,number,number_units,n_obs,n_loc,size_min,size_max,size_units,obs_size_min,obs_size_max,mass,mass_units,alpha,c,c_units,shape_factor,density,density_units,ng/particle
Allen,2020,https://doi.org/10.1371/journal.pone.0232746,fragment,concentration,,44.21666666666667,-1.283333333333333,2018-10-05,2018-10-13,8 days,339148.287210843,particle/m3,8,1,0.0871,100.0,µm,50.0,200.0,0.26974880943501744,µg/m3,2.7,9096.45427551543,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Allen,2021,https://doi.org/10.1038/s41467-021-27454-7,fragment,concentration,,42.936802,0.14117,2017-06-23,2017-10-23,97 days,8870.72709335498,particle/m3,15,1,0.0871,100.0,µm,50.0,200.0,0.007055521618388277,µg/m3,2.7,237.9259056824146,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-73.86,76.97,2020-01-21,2020-01-30,8 days,64.83690524978596,particle/m3,2,1,0.0871,100.0,µm,50.0,200.0,5.156941272626196e-05,µg/m3,2.7,1.739020853742198,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-69.3,76.23,2019-11-22,2019-11-25,3 days,115.65502017529285,particle/m3,1,1,0.0871,100.0,µm,50.0,200.0,9.198868216035838e-05,µg/m3,2.7,3.1020371985671367,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695928
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-68.97,76.42,2019-11-20,2019-11-22,2 days,115.65502017529285,particle/m3,1,1,0.0871,100.0,µm,50.0,200.0,9.198868216035838e-05,µg/m3,2.7,3.1020371985671367,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695928
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-65.62,77.77,2019-11-18,2019-11-20,2 days,150.70199598598782,particle/m3,1,1,0.0871,100.0,µm,50.0,200.0,0.0001198640403907701,µg/m3,2.7,4.0420484708602125,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695925
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-65.42,82.0,2020-03-12,2020-03-14,2 days,101.63622985101381,particle/m3,1,1,0.0871,100.0,µm,50.0,200.0,8.083853886819281e-05,µg/m3,2.7,2.7260326896498777,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695925
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-65.22,152.27,2020-03-20,2020-03-24,4 days,606.3126815250332,particle/m3,2,2,0.0871,100.0,µm,50.0,200.0,0.0004822436973861316,µg/m3,2.7,16.262195010670492,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-64.04,103.43,2020-03-14,2020-03-16,2 days,17.523487905344776,particle/m3,1,1,0.0871,100.0,µm,50.0,200.0,1.3937679115203728e-05,µg/m3,2.7,0.4700056361464655,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695928
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-64.39,128.36,2020-03-16,2020-03-18,2 days,63.08455645924769,particle/m3,1,1,0.0871,100.0,µm,50.0,200.0,5.017564481473857e-05,µg/m3,2.7,1.69202029012745,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695925
Chen,2023,https://doi.org/10.1038/s41467-023-43695-0,fragment,concentration,,-64.74,146.33,2020-03-18,2020-03-20,2 days,14.018790324273658,particle/m3,1,1,0.0871,100.0,µm,50.0,200.0,1.115014329216126e-05,µg/m3,2.7,0.37600450891711434,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
