author,year,doi,shape,measure,height,lat,lon,start_date,end_date,duration,number,number_units,n_obs,n_loc,size_min,size_max,size_units,obs_size_min,obs_size_max,mass,mass_units,alpha,c,c_units,shape_factor,density,density_units,ng/particle
Wang,2020,https://doi.org/10.1016/j.jhazmat.2019.121846,fragment,concentration,,22.39,113.63,2019-03-20,2019-04-25,72 days,294.2488760375871,particle/m3,2,2,0.0871,100.0,µm,50.0,500.0,0.00023403710701739756,µg/m3,2.7,7.892186242514345,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Wang,2020,https://doi.org/10.1016/j.jhazmat.2019.121846,fragment,concentration,,22.02,114.48,2019-03-20,2019-04-25,36 days,104.49960083577858,particle/m3,1,1,0.0871,100.0,µm,50.0,500.0,8.311598193141222e-05,µg/m3,2.7,2.802832497341543,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fragment,concentration,,18.25,110.75,2020-05-31,2020-07-10,80 days,28.284852315268914,particle/m3,2,2,0.0871,100.0,µm,50.0,500.0,2.2496959367940903e-05,µg/m3,2.7,0.7586412064513723,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fragment,concentration,,19.33333333333333,110.66666666666669,2020-05-31,2020-07-10,120 days,0.46060543133620524,particle/m3,3,2,0.0871,100.0,µm,50.0,500.0,3.663523343846381e-07,µg/m3,2.7,0.012354112944698657,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695925
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fragment,concentration,,20.0,112.16666666666669,2020-05-31,2020-07-10,120 days,22.486796671535778,particle/m3,3,3,0.0871,100.0,µm,50.0,500.0,1.7885352392722207e-05,µg/m3,2.7,0.603128853775612,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fragment,concentration,,21.416666666666668,112.53333333333332,2020-05-31,2020-07-10,240 days,15.070009306717113,particle/m3,6,6,0.0871,100.0,µm,50.0,500.0,1.1986252686378322e-05,µg/m3,2.7,0.40419974317877516,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fragment,concentration,,21.666666666666668,115.11666666666666,2020-05-31,2020-07-10,240 days,64.11137847057414,particle/m3,6,6,0.0871,100.0,µm,50.0,500.0,5.099234955865722e-05,µg/m3,2.7,1.7195611618562727,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Xu,2024,https://doi.org/10.1021/acs.estlett.3c00729,fragment,concentration,1545.0,36.27,117.1,2021-06-26,2021-07-28,16 days,10918.73308166428,particle/m3,16,1,0.0871,100.0,µm,50.0,500.0,0.008684446775597673,µg/m3,2.7,292.85642879325553,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
Yuan,2023,https://doi.org/10.1016/j.scitotenv.2023.165190,fragment,concentration,,23.108889,113.318889,2021-09-09,2021-09-27,18 days,2499.990450616713,particle/m3,1,1,0.0871,100.0,µm,50.0,500.0,0.0019884206203687137,µg/m3,2.7,67.05340902730966,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695926
Zhu,2021,https://doi.org/10.1021/acs.est.1c03618,fragment,concentration,,30.266666666666666,120.15,2019-08-01,2019-09-30,60 days,12299953.017034225,particle/m3,1,1,0.0871,100.0,µm,50.0,500.0,9.78302945221407,µg/m3,2.7,329902.77241436346,µm1.7*particle/m3,0.09684482953466136,1.0,g/cm3,0.0007953712862695927
