idx_orig,Author,Year of publication,DOI,Dry deposition,Wet deposition,Bulk deposition,Air concentration,Diameter (um),Length (um),Length average,Shape,Start date,End date,lon (east),lat (north),height (m asl),parts/m2/day (dry),parts/m2/day (wet),parts/m2/day (bulk),parts/m3 (air),mg/m2/day (dry),mg/m2/day (wet),mg/m2/day (bulk),mg/m3 (air),Aspect Ratio,film L,film I,film S,area,geogr_region,edits,comments
0,Cai,2017,https://doi.org/10.1007/s11356-017-0116-x,,,o,,12.24744871391589,"200-700, 700-1200",489.8979485566356,fiber,2016-10-01,2016-10-31,114.3166666666667,23.08333333333333,,,,67.0,,,,0.0046401284322528736,,40.0,,,,coastal,SAS,adjusted parts and mg to exclude non-plastic fibers,
1,Cai,2017,https://doi.org/10.1007/s11356-017-0116-x,,,o,,12.24744871391589,,489.8979485566356,fiber,2016-11-01,2016-11-30,114.3166666666667,23.08333333333333,,,,56.0,,,,0.00387831630158449,,40.0,,,,coastal,SAS,adjusted parts and mg to exclude non-plastic fibers,
2,Cai,2017,https://doi.org/10.1007/s11356-017-0116-x,,,o,,12.24744871391589,,489.8979485566356,fiber,2016-12-01,2016-12-31,114.3166666666667,23.08333333333333,,,,52.0,,,,0.00360129370861417,,40.0,,,,coastal,SAS,adjusted parts and mg to exclude non-plastic fibers,
3,Cai,2017,https://doi.org/10.1007/s11356-017-0116-x,,,o,,12.24744871391589,,489.8979485566356,fiber,2016-10-01,2016-10-31,114.2666666666667,23.1,,,,44.0,,,,0.003047248522673529,,40.0,,,,coastal,SAS,adjusted parts and mg to exclude non-plastic fibers,
4,Cai,2017,https://doi.org/10.1007/s11356-017-0116-x,,,o,,12.24744871391589,,489.8979485566356,fiber,2016-11-01,2016-11-30,114.2666666666667,23.1,,,,42.0,,,,0.002908737226188368,,40.0,,,,coastal,SAS,adjusted parts and mg to exclude non-plastic fibers,
5,Cai,2017,https://doi.org/10.1007/s11356-017-0116-x,,,o,,12.24744871391589,,489.8979485566356,fiber,2016-12-01,2016-12-31,114.2666666666667,23.1,,,,41.0,,,,0.002839481577945788,,40.0,,,,coastal,SAS,adjusted parts and mg to exclude non-plastic fibers,
6,Cai,2017,https://doi.org/10.1007/s11356-017-0116-x,,,o,,12.24744871391589,,489.8979485566356,fiber,2016-10-01,2016-10-31,114.25,23.05,,,,40.0,,,,0.0027702259297032084,,40.0,,,,coastal,SAS,adjusted parts and mg to exclude non-plastic fibers,
7,Cai,2017,https://doi.org/10.1007/s11356-017-0116-x,,,o,,12.24744871391589,,489.8979485566356,fiber,2016-11-01,2016-11-30,114.25,23.05,,,,39.0,,,,0.002700970281460627,,40.0,,,,coastal,SAS,adjusted parts and mg to exclude non-plastic fibers,
8,Cai,2017,https://doi.org/10.1007/s11356-017-0116-x,,,o,,12.24744871391589,,489.8979485566356,fiber,2016-12-01,2016-12-31,114.25,23.05,,,,45.0,,,,0.0031165041709161076,,40.0,,,,coastal,SAS,adjusted parts and mg to exclude non-plastic fibers,
9,Dris,2016,https://doi.org/10.1016/j.marpolbul.2016.01.006,,,o,,11.0,"200-400, 400-600",346.4101615137754,fiber,2014-02-19,2015-03-12,2.433333333333334,48.78333333333333,,,,110.0,,,,0.004345372356925333,,31.49183286488868,,,,land,EUR,,
10,Dris,2016,https://doi.org/10.1016/j.marpolbul.2016.01.006,,,o,,11.0,,346.4101615137754,fiber,2014-10-03,2015-03-12,2.583333333333333,48.83333333333334,,,,53.0,,,,0.002093679408336752,,31.49183286488868,,,,land,EUR,,
11,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,5.590169943749475,100-500,223.606797749979,fiber,2018-12-20,2018-12-23,106.4333333333333,10.95,,,,657.0,,,,0.004326719213638446,,40.0,,,,land,SAS,,
12,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,5.590169943749475,,223.606797749979,fiber,2018-12-24,2018-12-26,106.4333333333333,10.95,,,,1256.3,,,,0.008273451062547914,,40.0,,,,land,SAS,,
13,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,5.590169943749475,,223.606797749979,fiber,2019-01-03,2019-01-06,106.4333333333333,10.95,,,,1105.2,,,,0.007278371499106866,,40.0,,,,land,SAS,,
14,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,5.590169943749475,,223.606797749979,fiber,2019-01-07,2019-01-09,106.4333333333333,10.95,,,,2315.6,,,,0.01524954491796223,,40.0,,,,land,SAS,,
15,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,5.590169943749475,,223.606797749979,fiber,2019-05-16,2019-05-19,106.4333333333333,10.95,,,,300.5,,,,0.001978963658597189,,40.0,,,,land,SAS,,
16,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,5.590169943749475,,223.606797749979,fiber,2019-05-27,2019-05-29,106.4333333333333,10.95,,,,434.6,,,,0.002862088539189146,,40.0,,,,land,SAS,,
17,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,5.590169943749475,,223.606797749979,fiber,2019-06-03,2019-06-06,106.4333333333333,10.95,,,,438.0,,,,0.002884479475758964,,40.0,,,,land,SAS,,
18,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,5.590169943749475,,223.606797749979,fiber,2019-06-06,2019-06-08,106.4333333333333,10.95,,,,414.2,,,,0.002727742919770235,,40.0,,,,land,SAS,,
19,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,15.86335675591318,1000-10000 (surf. Area),31.72671351182636,fragment,2018-12-20,2018-12-23,106.4333333333333,10.95,,,,122.2,,,,0.0009194853081320789,,2.0,,,,land,SAS,,
20,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,15.86335675591318,,31.72671351182636,fragment,2018-12-24,2018-12-26,106.4333333333333,10.95,,,,183.3,,,,0.001379227962198119,,2.0,,,,land,SAS,,
21,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,15.86335675591318,,31.72671351182636,fragment,2019-01-03,2019-01-06,106.4333333333333,10.95,,,,275.0,,,,0.002069218164781683,,2.0,,,,land,SAS,,
22,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,15.86335675591318,,31.72671351182636,fragment,2019-01-07,2019-01-09,106.4333333333333,10.95,,,,1290.2,,,,0.009708019186186646,,2.0,,,,land,SAS,,
23,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,15.86335675591318,,31.72671351182636,fragment,2019-05-16,2019-05-19,106.4333333333333,10.95,,,,127.3,,,,0.0009578598995516665,,2.0,,,,land,SAS,,
24,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,15.86335675591318,,31.72671351182636,fragment,2019-05-27,2019-05-29,106.4333333333333,10.95,,,,251.3,,,,0.001890889181125953,,2.0,,,,land,SAS,,
25,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,15.86335675591318,,31.72671351182636,fragment,2019-06-03,2019-06-06,106.4333333333333,10.95,,,,896.4,,,,0.006744898774219276,,2.0,,,,land,SAS,,
26,Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,,,o,,15.86335675591318,,31.72671351182636,fragment,2019-06-06,2019-06-08,106.4333333333333,10.95,,,,787.7,,,,0.005926993266903753,,2.0,,,,land,SAS,,
27,Klein and Fischer,2019,https://doi.org/10.1016/j.scitotenv.2019.05.405,,,o,,31.5,<63,63.0,fragment,2017-12-01,2018-02-28,10.006,53.53,,,,261.25,,,,0.01539133443323438,,2.0,,,,land,EUR,,
28,Klein and Fischer,2019,https://doi.org/10.1016/j.scitotenv.2019.05.405,,,o,,14.03121520040228,63-5000,561.2486080160912,fiber,2017-12-01,2018-02-28,10.006,53.53,,,,13.75,,,,0.001431880797589697,,40.0,,,,land,EUR,,
29,Wright,2020,https://doi.org/10.1016/j.envint.2019.105411,,,o,,24.0,400-500,905.0,fiber,2018-01-19,2018-02-16,-0.1171,51.5111,,,,712.0,,,,0.349791599232,,37.70833333333334,,,,land,EUR,,
30,Wright,2020,https://doi.org/10.1016/j.envint.2019.105411,,,o,,,75-100,164.0,sphere,2018-01-19,2018-02-16,-0.1171,51.5111,,,,59.0,,,,0.1635171933363925,,,,,,land,EUR,,
31,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,2.5,<25,5.0,fragment,2017-11-16,2017-11-28,1.416666666666667,42.8,1425.0,,,353.7164268833696,,,,1.041750145363224e-05,,2.0,,,,land,EUR,fixed misformatted start and end dates,
32,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,2.5,,5.0,fragment,2017-11-29,2017-12-18,1.416666666666667,42.8,1425.0,,,257.666624449058,,,,7.588684694125461e-06,,2.0,,,,land,EUR,fixed misformatted start and end dates,
33,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,2.5,,5.0,fragment,2017-12-19,2018-01-22,1.416666666666667,42.8,1425.0,,,183.3197025722995,,,,5.39905167778949e-06,,2.0,,,,land,EUR,fixed misformatted start and end dates,
34,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,2.5,,5.0,fragment,2018-01-23,2018-03-05,1.416666666666667,42.8,1425.0,,,183.1962252754953,,,,5.39541507846533e-06,,2.0,,,,land,EUR,fixed misformatted start and end dates,
35,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,2.5,,5.0,fragment,2018-03-06,2018-04-09,1.416666666666667,42.8,1425.0,,,265.7203395431105,,,,7.82587918757514e-06,,2.0,,,,land,EUR,fixed misformatted start and end dates,
36,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,4.330127018922193,100-300,173.2050807568877,fiber,2017-11-16,2017-11-28,1.416666666666667,42.8,1425.0,,,74.73719641485839,,,,0.0002287478498322864,,40.0,,,,land,EUR,fixed misformatted start and end dates,
37,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,4.330127018922193,,173.2050807568877,fiber,2017-11-29,2017-12-18,1.416666666666667,42.8,1425.0,,,56.1331285905692,,,,0.0001718064509428023,,40.0,,,,land,EUR,fixed misformatted start and end dates,
38,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,4.330127018922193,,173.2050807568877,fiber,2017-12-19,2018-01-22,1.416666666666667,42.8,1425.0,,,31.36851303590632,,,,9.600948729156598e-05,,40.0,,,,land,EUR,fixed misformatted start and end dates,
39,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,4.330127018922193,,173.2050807568877,fiber,2018-01-23,2018-03-05,1.416666666666667,42.8,1425.0,,,29.47680308353512,,,,9.021953791068152e-05,,40.0,,,,land,EUR,fixed misformatted start and end dates,
40,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,4.330127018922193,,173.2050807568877,fiber,2018-03-06,2018-04-09,1.416666666666667,42.8,1425.0,,,26.37783402877355,,,,8.073453523492461e-05,,40.0,,,,land,EUR,fixed misformatted start and end dates,
41,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,,50-100,70.71067811865476,film,2017-11-16,2017-11-28,1.416666666666667,42.8,1425.0,,,33.57080351180388,,,,5.593003173546267e-05,,14.14213562373095,70.71067811865476,50.0,5.0,land,EUR,fixed misformatted start and end dates,
42,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,,,70.71067811865476,film,2017-11-29,2017-12-18,1.416666666666667,42.8,1425.0,,,45.08272077854792,,,,7.510925387825783e-05,,14.14213562373095,70.71067811865476,50.0,5.0,land,EUR,fixed misformatted start and end dates,
43,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,,,70.71067811865476,film,2017-12-19,2018-01-22,1.416666666666667,42.8,1425.0,,,91.2123477358829,,,,0.0001519626869145458,,14.14213562373095,70.71067811865476,50.0,5.0,land,EUR,fixed misformatted start and end dates,
44,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,,,70.71067811865476,film,2018-01-23,2018-03-05,1.416666666666667,42.8,1425.0,,,84.59145362301064,,,,0.0001409320656867912,,14.14213562373095,70.71067811865476,50.0,5.0,land,EUR,fixed misformatted start and end dates,
45,Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,,,o,,,,70.71067811865476,film,2018-03-06,2018-04-09,1.416666666666667,42.8,1425.0,,,110.2525616746914,,,,0.0001836842919536721,,14.14213562373095,70.71067811865476,50.0,5.0,land,EUR,fixed misformatted start and end dates,
46,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,500-2000,1000.0,fiber,2018-08-01,2018-08-31,113.4,23.2,,,,78.0,,,,0.0459444375,,40.0,,,,land,SAS,,
47,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,,1000.0,fiber,2018-09-02,2018-10-14,113.4,23.2,,,,37.0,,,,0.02179415625,,40.0,,,,land,SAS,,
48,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,,1000.0,fiber,2018-10-14,2018-11-10,113.4,23.2,,,,90.0,,,,0.05301281250000001,,40.0,,,,land,SAS,,
49,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,,1000.0,fiber,2018-11-10,2018-12-02,113.4,23.2,,,,74.0,,,,0.0435883125,,40.0,,,,land,SAS,,
50,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,,1000.0,fiber,2018-12-02,2018-12-30,113.4,23.2,,,,31.0,,,,0.01825996875,,40.0,,,,land,SAS,,
51,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,,1000.0,fiber,2018-12-30,2019-01-27,113.4,23.2,,,,157.0,,,,0.09247790625,,40.0,,,,land,SAS,,
52,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,,1000.0,fiber,2019-01-27,2019-03-03,113.4,23.2,,,,115.0,,,,0.06773859375,,40.0,,,,land,SAS,,
53,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,,1000.0,fiber,2019-03-03,2019-03-31,113.4,23.2,,,,83.0,,,,0.04888959375,,40.0,,,,land,SAS,,
54,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,,1000.0,fiber,2019-03-31,2019-04-28,113.4,23.2,,,,73.0,,,,0.04299928125,,40.0,,,,land,SAS,,
55,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,,1000.0,fiber,2019-04-28,2019-05-27,113.4,23.2,,,,129.0,,,,0.07598503125,,40.0,,,,land,SAS,,
56,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,,1000.0,fiber,2019-05-27,2019-07-01,113.4,23.2,,,,91.0,,,,0.05360184375,,40.0,,,,land,SAS,,
57,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,25.0,,1000.0,fiber,2019-07-01,2019-07-31,113.4,23.2,,,,96.0,,,,0.056547,,40.0,,,,land,SAS,,
58,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,100-200,141.4213562373095,fragment,2018-08-01,2018-08-31,113.4,23.2,,,,1.0,,,,0.0006664127859292617,,2.0,,,,land,SAS,,
59,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,,141.4213562373095,fragment,2018-09-02,2018-10-14,113.4,23.2,,,,40.0,,,,0.02665651143717047,,2.0,,,,land,SAS,,
60,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,,141.4213562373095,fragment,2018-10-14,2018-11-10,113.4,23.2,,,,38.0,,,,0.02532368586531195,,2.0,,,,land,SAS,,
61,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,,141.4213562373095,fragment,2018-11-10,2018-12-02,113.4,23.2,,,,0.0,,,,0.0,,2.0,,,,land,SAS,,
62,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,,141.4213562373095,fragment,2018-12-02,2018-12-30,113.4,23.2,,,,15.0,,,,0.009996191788938926,,2.0,,,,land,SAS,,
63,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,,141.4213562373095,fragment,2018-12-30,2019-01-27,113.4,23.2,,,,17.0,,,,0.01132901736079745,,2.0,,,,land,SAS,,
64,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,,141.4213562373095,fragment,2019-01-27,2019-03-03,113.4,23.2,,,,13.0,,,,0.008663366217080401,,2.0,,,,land,SAS,,
65,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,,141.4213562373095,fragment,2019-03-03,2019-03-31,113.4,23.2,,,,9.0,,,,0.005997715073363355,,2.0,,,,land,SAS,,
66,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,,141.4213562373095,fragment,2019-03-31,2019-04-28,113.4,23.2,,,,78.0,,,,0.05198019730248241,,2.0,,,,land,SAS,,
67,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,,141.4213562373095,fragment,2019-04-28,2019-05-27,113.4,23.2,,,,2.0,,,,0.001332825571858523,,2.0,,,,land,SAS,,
68,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,,141.4213562373095,fragment,2019-05-27,2019-07-01,113.4,23.2,,,,0.0,,,,0.0,,2.0,,,,land,SAS,,
69,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,70.71067811865476,,141.4213562373095,fragment,2019-07-01,2019-07-31,113.4,23.2,,,,5.0,,,,0.003332063929646308,,2.0,,,,land,SAS,,
70,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,<50,7.071067811865476,sphere,2018-08-01,2018-08-31,113.4,23.2,,,,1.0,,,,2.221441469079183e-07,,,,,,land,SAS,,
71,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,7.071067811865476,sphere,2018-09-02,2018-10-14,113.4,23.2,,,,0.0,,,,0.0,,,,,,land,SAS,,
72,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,7.071067811865476,sphere,2018-10-14,2018-11-10,113.4,23.2,,,,3.0,,,,6.664324407237551e-07,,,,,,land,SAS,,
73,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,7.071067811865476,sphere,2018-11-10,2018-12-02,113.4,23.2,,,,4.0,,,,8.885765876316734e-07,,,,,,land,SAS,,
74,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,7.071067811865476,sphere,2018-12-02,2018-12-30,113.4,23.2,,,,1.0,,,,2.221441469079183e-07,,,,,,land,SAS,,
75,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,7.071067811865476,sphere,2018-12-30,2019-01-27,113.4,23.2,,,,2.0,,,,4.442882938158367e-07,,,,,,land,SAS,,
76,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,7.071067811865476,sphere,2019-01-27,2019-03-03,113.4,23.2,,,,9.0,,,,1.999297322171265e-06,,,,,,land,SAS,,
77,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,7.071067811865476,sphere,2019-03-03,2019-03-31,113.4,23.2,,,,20.0,,,,4.442882938158367e-06,,,,,,land,SAS,,
78,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,7.071067811865476,sphere,2019-03-31,2019-04-28,113.4,23.2,,,,10.0,,,,2.221441469079184e-06,,,,,,land,SAS,,
79,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,7.071067811865476,sphere,2019-04-28,2019-05-27,113.4,23.2,,,,2.0,,,,4.442882938158367e-07,,,,,,land,SAS,,
80,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,7.071067811865476,sphere,2019-05-27,2019-07-01,113.4,23.2,,,,6.0,,,,1.33286488144751e-06,,,,,,land,SAS,,
81,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,7.071067811865476,sphere,2019-07-01,2019-07-31,113.4,23.2,,,,4.0,,,,8.885765876316734e-07,,,,,,land,SAS,,
82,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,500-2000,1000.0,film,2018-08-01,2018-08-31,113.4,23.2,,,,0.0,,,,0.0,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
83,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,1000.0,film,2018-09-02,2018-10-14,113.4,23.2,,,,0.0,,,,0.0,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
84,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,1000.0,film,2018-10-14,2018-11-10,113.4,23.2,,,,2.0,,,,4.712250000000001e-05,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
85,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,1000.0,film,2018-11-10,2018-12-02,113.4,23.2,,,,0.0,,,,0.0,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
86,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,1000.0,film,2018-12-02,2018-12-30,113.4,23.2,,,,4.0,,,,9.424500000000002e-05,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
87,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,1000.0,film,2018-12-30,2019-01-27,113.4,23.2,,,,1.0,,,,2.356125e-05,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
88,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,1000.0,film,2019-01-27,2019-03-03,113.4,23.2,,,,2.0,,,,4.712250000000001e-05,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
89,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,1000.0,film,2019-03-03,2019-03-31,113.4,23.2,,,,1.0,,,,2.356125e-05,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
90,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,1000.0,film,2019-03-31,2019-04-28,113.4,23.2,,,,13.0,,,,0.00030629625,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
91,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,1000.0,film,2019-04-28,2019-05-27,113.4,23.2,,,,8.0,,,,0.00018849,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
92,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,1000.0,film,2019-05-27,2019-07-01,113.4,23.2,,,,0.0,,,,0.0,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
93,Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,,,o,,,,1000.0,film,2019-07-01,2019-07-31,113.4,23.2,,,,1.0,,,,2.356125e-05,,200.0,1000.0,707.1067811865474,5.0,land,SAS,,
94,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-01-09,2018-01-16,-105.6628,40.2878,,,5.5494,,,,4.611927532288494e-05,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
95,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-01-16,2018-01-24,-105.6628,40.2878,,,12.2634,,,,0.000101917165998967,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
96,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-02-13,2018-02-21,-105.6628,40.2878,,,2.4444,,,,2.031462078769956e-05,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
97,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-03-13,2018-03-20,-105.6628,40.2878,,,12.0325,,,,9.999823049746154e-05,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
98,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-03-27,2018-04-03,-105.6628,40.2878,,,5.6139,,,,4.665531404028251e-05,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
99,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-04-03,2018-04-10,-105.6628,40.2878,,,6.6772,,,,5.549205773344277e-05,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
100,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-04-10,2018-04-17,-105.6628,40.2878,,,103.6312,,,,0.0008612455120987772,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
101,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-04-17,2018-04-24,-105.6628,40.2878,,,303.4543,,,,0.002521910911019808,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
102,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-04-24,2018-05-01,-105.6628,40.2878,,,8.3992,,,,6.980304488628955e-05,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
103,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-05-01,2018-05-08,-105.6628,40.2878,,,19.453,,,,0.0001616676150315495,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
104,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-05-08,2018-05-15,-105.6628,40.2878,,,11.2806,,,,9.374943186783e-05,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
105,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-05-15,2018-05-22,-105.6628,40.2878,,,16.7205,,,,0.0001389586879728074,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
106,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-05-22,2018-05-29,-105.6628,40.2878,,,19.5087,,,,0.0001621305197844029,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
107,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-05-29,2018-06-05,-105.6628,40.2878,,,16.8067,,,,0.0001396750683982287,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
108,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-06-12,2018-06-19,-105.6628,40.2878,,,61.6246,,,,0.0005121421944827649,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
109,Brahney,2020,https://doi.org/10.1126/science.aaz5819,,o,,,6.0,,244.9489742783178,fiber,2018-06-19,2018-06-25,-105.6628,40.2878,,,11.2045,,,,9.311698928807876e-05,,,40.82482904638631,,,,land,NAM,adjusted location to match NADP station CO98,
