idx_orig,Author,Year of publication,DOI,Dry deposition,Wet deposition,Bulk deposition,Air concentration,Diameter (um),Length (um),Length average,Shape,Start date,End date,lon (east),lat (north),height (m asl),parts/m2/day (dry),parts/m2/day (wet),parts/m2/day (bulk),parts/m3 (air),mg/m2/day (dry),mg/m2/day (wet),mg/m2/day (bulk),mg/m3 (air),Aspect Ratio,film L,film I,film S,area,geogr_region,edits,comments
584,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-11-20,2018-12-04,-113.5551,43.4605,,232.0486815,,,,0.001928883548538733,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station ID03,
585,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-12-04,2019-04-09,-113.5551,43.4605,,21.78649237,,,,0.0001810982352548193,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station ID03,
586,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-04-09,2019-05-07,-113.5551,43.4605,,37.81512605,,,,0.0003143347941141545,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station ID03,
587,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-05-07,2019-06-11,-113.5551,43.4605,,79.95606809,,,,0.0006646275399959288,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station ID03,
588,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-05-01,2018-06-05,-114.217,39.0054,,45.9583205,,,,0.0003820243569490845,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station NV05,
589,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-06-05,2018-08-14,-114.217,39.0054,,20.25752417,,,,0.0001683888262284255,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station NV05,
590,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-08-14,2018-10-02,-114.217,39.0054,,19.74232992,,,,0.0001641063209079773,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station NV05,
591,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-10-02,2018-11-06,-114.217,39.0054,,13.57860217,,,,0.0001128708948853275,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station NV05,
592,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-11-06,2018-12-04,-114.217,39.0054,,89.43010194,,,,0.0007433795842369734,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station NV05,
593,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-12-04,2019-02-05,-114.217,39.0054,,130.8798149,,,,0.001087926551293094,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station NV05,
594,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-02-05,2019-03-05,-114.217,39.0054,,81.28915157,,,,0.0006757086751128321,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station NV05,
595,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-03-05,2019-04-09,-114.217,39.0054,,139.8507495,,,,0.001162496628800546,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station NV05,
596,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-04-09,2019-05-07,-114.217,39.0054,,67.22689076,,,,0.0005588174117954408,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station NV05,
597,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-05-07,2019-06-04,-114.217,39.0054,,94.18922436,,,,0.0007829393562730832,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station NV05,
598,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-06-04,2019-07-02,-114.217,39.0054,,43.42,,,,0.00036092479878,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station NV05,
599,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-08-07,2018-09-04,-109.821,38.4584,,52.24115194,,,,0.0004342498215564235,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT09,
600,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-09-04,2018-10-09,-109.821,38.4584,,7.281508215,,,,6.052687441993993e-05,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT09,
601,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-10-09,2018-11-06,-109.821,38.4584,,31.9739511,,,,0.0002657805588891999,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT09,
602,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-12-18,2019-02-05,-109.821,38.4584,,25.69725649,,,,0.0002136061061227844,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT09,
603,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-02-05,2019-03-26,-109.821,38.4584,,11.52063402,,,,9.576422191355417e-05,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT09,
604,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-03-26,2019-05-07,-109.821,38.4584,,37.84737766,,,,0.0003146028826873829,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT09,
605,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-05-07,2019-06-18,-109.821,38.4584,,6.817082017,,,,5.666637391184895e-05,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT09,
606,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-05-01,2018-06-05,-112.1728,37.6186,,27.02150552,,,,0.0002246138056779977,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT99,
607,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-06-05,2018-09-14,-112.1728,37.6186,,4.689879429,,,,3.898419597453446e-05,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT99,
608,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-09-14,2018-10-02,-112.1728,37.6186,,68.25917397,,,,0.0005673981720407938,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT99,
609,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-10-02,2018-11-06,-112.1728,37.6186,,11.41680872,,,,9.490118355540649e-05,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT99,
610,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-11-06,2018-12-04,-112.1728,37.6186,,16.1644821,,,,0.0001343657864883789,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT99,
611,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-12-04,2019-02-12,-112.1728,37.6186,,24.22280997,,,,0.0002013499035999177,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT99,
612,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-02-12,2019-04-09,-112.1728,37.6186,,20.63183764,,,,0.0001715002728852748,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT99,
613,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-04-09,2019-05-14,-112.1728,37.6186,,100.467716,,,,0.0008351287466878439,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT99,
614,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-05-14,2019-06-04,-112.1728,37.6186,,127.4100881,,,,0.001059084763013233,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT99,
615,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-06-04,2019-07-02,-112.1728,37.6186,,146.138685,,,,0.001214764520442165,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station UT99,
616,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-06-05,2018-08-07,-109.7875,42.929,,8.148616521,,,,6.773463330670908e-05,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station WY06,
617,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-08-07,2018-09-04,-109.7875,42.929,,23.90289449,,,,0.0001986906352847264,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station WY06,
618,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-10-09,2018-11-06,-109.7875,42.929,,68.24602181,,,,0.0005672888459076403,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station WY06,
619,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-11-06,2018-12-04,-109.7875,42.929,,98.03921569,,,,0.0008149420588544973,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station WY06,
620,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2018-12-04,2019-02-05,-109.7875,42.929,,31.09865049,,,,0.0002585047022209304,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station WY06,
621,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-02-05,2019-04-14,-109.7875,42.929,,10.95732411,,,,9.108175954788099e-05,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station WY06,
622,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,6.0,,245.0,fiber,2019-06-14,2019-07-02,-109.7875,42.929,,89.84375,,,,0.00074681799609375,,,,40.83333333333334,,,,land,NAM,adjusted location to match NADP station WY06,
623,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-05-01,2018-06-05,-112.184,36.0586,,24.68564822,,,,0.0003052921916686626,,,,,,,,land,NAM,adjusted location to match NADP station AZ03,
624,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-06-05,2018-08-14,-112.184,36.0586,,1.901030439,,,,2.351041155487833e-05,,,,,,,,land,NAM,adjusted location to match NADP station AZ03,
625,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-08-14,2018-10-16,-112.184,36.0586,,13.22600238,,,,0.0001635685325181689,,,,,,,,land,NAM,adjusted location to match NADP station AZ03,
626,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-10-16,2018-11-06,-112.184,36.0586,,0.933706816,,,,1.154733299657337e-05,,,,,,,,land,NAM,adjusted location to match NADP station AZ03,
627,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-11-06,2018-12-04,-112.184,36.0586,,18.51763433,,,,0.000229011169516073,,,,,,,,land,NAM,adjusted location to match NADP station AZ03,
628,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-12-04,2019-02-05,-112.184,36.0586,,16.25941054,,,,0.0002010832786224138,,,,,,,,land,NAM,adjusted location to match NADP station AZ03,
629,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-02-05,2019-03-05,-112.184,36.0586,,40.48544247,,,,0.0005006913066324921,,,,,,,,land,NAM,adjusted location to match NADP station AZ03,
630,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-03-05,2019-04-09,-112.184,36.0586,,9.424766075,,,,0.0001165579070623736,,,,,,,,land,NAM,adjusted location to match NADP station AZ03,
631,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-04-09,2019-05-08,-112.184,36.0586,,20.06124219,,,,0.0002481012668251067,,,,,,,,land,NAM,adjusted location to match NADP station AZ03,
632,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-05-08,2019-06-04,-112.184,36.0586,,14.00491199,,,,0.0001732014584931904,,,,,,,,land,NAM,adjusted location to match NADP station AZ03,
633,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-06-04,2019-07-02,-112.184,36.0586,,1.206220964,,,,1.491756823456212e-05,,,,,,,,land,NAM,adjusted location to match NADP station AZ03,
634,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-05-01,2018-06-05,-116.3889,34.0695,,0.948086829,,,,1.172517340189183e-05,,,,,,,,land,NAM,adjusted location to match NADP station CA67,
635,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-06-05,2018-08-07,-116.3889,34.0695,,0.772576516,,,,9.554603375182487e-06,,,,,,,,land,NAM,adjusted location to match NADP station CA67,
636,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-08-07,2018-09-11,-116.3889,34.0695,,0.0,,,,0.0,,,,,,,,land,NAM,adjusted location to match NADP station CA67,
637,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-09-11,2018-10-02,-116.3889,34.0695,,6.481086445,,,,8.015285106368218e-05,,,,,,,,land,NAM,adjusted location to match NADP station CA67,
638,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-10-02,2018-11-06,-116.3889,34.0695,,2.450524184,,,,3.030610710332892e-05,,,,,,,,land,NAM,adjusted location to match NADP station CA67,
639,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-11-06,2018-12-04,-116.3889,34.0695,,10.53304617,,,,0.000130264221604731,,,,,,,,land,NAM,adjusted location to match NADP station CA67,
640,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-12-04,2019-02-05,-116.3889,34.0695,,17.5935412,,,,0.000217582730835857,,,,,,,,land,NAM,adjusted location to match NADP station CA67,
641,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-02-05,2019-03-12,-116.3889,34.0695,,17.1552492,,,,0.0002121622888009408,,,,,,,,land,NAM,adjusted location to match NADP station CA67,
642,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-03-12,2019-06-04,-116.3889,34.0695,,7.030238256,,,,8.694431784814261e-05,,,,,,,,land,NAM,adjusted location to match NADP station CA67,
643,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-06-04,2019-07-02,-116.3889,34.0695,,5.602240896,,,,6.928399797944021e-05,,,,,,,,land,NAM,adjusted location to match NADP station CA67,
644,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-05-01,2018-06-05,-105.6628,40.2878,,0.0,,,,0.0,,,,,,,,land,NAM,adjusted location to match NADP station CO98,
645,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-08-14,2018-10-09,-105.6628,40.2878,,0.0,,,,0.0,,,,,,,,land,NAM,adjusted location to match NADP station CO98,
646,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-10-09,2018-11-06,-105.6628,40.2878,,64.29844665,,,,0.0007951913404795766,,,,,,,,land,NAM,adjusted location to match NADP station CO98,
647,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-11-06,2018-12-04,-105.6628,40.2878,,0.0,,,,0.0,,,,,,,,land,NAM,adjusted location to match NADP station CO98,
648,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-12-04,2019-02-05,-105.6628,40.2878,,50.12658764,,,,0.0006199252158624049,,,,,,,,land,NAM,adjusted location to match NADP station CO98,
649,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-02-05,2019-03-05,-105.6628,40.2878,,30.84379819,,,,0.0003814512248125615,,,,,,,,land,NAM,adjusted location to match NADP station CO98,
650,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-03-05,2019-04-09,-105.6628,40.2878,,20.68027211,,,,0.0002557569297147756,,,,,,,,land,NAM,adjusted location to match NADP station CO98,
651,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-04-09,2019-05-07,-105.6628,40.2878,,40.74293034,,,,0.0005038757089807645,,,,,,,,land,NAM,adjusted location to match NADP station CO98,
652,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-05-07,2019-06-04,-105.6628,40.2878,,24.86982906,,,,0.0003075699917817428,,,,,,,,land,NAM,adjusted location to match NADP station CO98,
653,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-06-04,2019-07-02,-105.6628,40.2878,,23.26360122,,,,0.0002877054610543086,,,,,,,,land,NAM,adjusted location to match NADP station CO98,
654,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-05-01,2018-06-05,-105.5891,40.0547,,0.0,,,,0.0,,,,,,,,land,NAM,adjusted location to match NADP station CO02,
655,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-06-05,2018-08-07,-105.5891,40.0547,,1.750218727,,,,2.164529390937609e-05,,,,,,,,land,NAM,adjusted location to match NADP station CO02,
656,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-08-07,2018-09-04,-105.5891,40.0547,,2.147272982,,,,2.65557407665953e-05,,,,,,,,land,NAM,adjusted location to match NADP station CO02,
657,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-09-04,2018-10-02,-105.5891,40.0547,,1.508785332,,,,1.865944036221912e-05,,,,,,,,land,NAM,adjusted location to match NADP station CO02,
658,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-10-02,2018-11-06,-105.5891,40.0547,,38.84338546,,,,0.000480383669621703,,,,,,,,land,NAM,adjusted location to match NADP station CO02,
659,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-11-06,2018-12-04,-105.5891,40.0547,,4.534392943,,,,5.607771556648177e-05,,,,,,,,land,NAM,adjusted location to match NADP station CO02,
660,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-12-04,2019-02-05,-105.5891,40.0547,,53.99910712,,,,0.0006678174141467078,,,,,,,,land,NAM,adjusted location to match NADP station CO02,
661,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-02-05,2019-03-05,-105.5891,40.0547,,46.59134347,,,,0.000576204166646904,,,,,,,,land,NAM,adjusted location to match NADP station CO02,
662,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-04-02,2019-05-07,-105.5891,40.0547,,11.7962678,,,,0.000145886728113331,,,,,,,,land,NAM,adjusted location to match NADP station CO02,
663,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-05-07,2019-07-03,-105.5891,40.0547,,60.17033612,,,,0.0007441381981872418,,,,,,,,land,NAM,adjusted location to match NADP station CO02,
664,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-05-01,2018-06-05,-109.4671,40.7543,,0.858756655,,,,1.062040984212808e-05,,,,,,,,land,NAM,adjusted location to match NADP station UT95,
665,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-08-07,2018-09-04,-109.4671,40.7543,,3.192766468,,,,3.948556115744304e-05,,,,,,,,land,NAM,adjusted location to match NADP station UT95,
666,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-09-04,2018-10-09,-109.4671,40.7543,,2.513013508,,,,3.107892467367722e-05,,,,,,,,land,NAM,adjusted location to match NADP station UT95,
667,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-06-05,2018-08-07,-109.4671,40.7543,,0.0,,,,0.0,,,,,,,,land,NAM,adjusted location to match NADP station UT95,
668,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-10-09,2018-11-06,-109.4671,40.7543,,3.521408563,,,,4.354994158460327e-05,,,,,,,,land,NAM,adjusted location to match NADP station UT95,
669,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-11-06,2018-12-04,-109.4671,40.7543,,6.358295531,,,,7.863427205299665e-05,,,,,,,,land,NAM,adjusted location to match NADP station UT95,
670,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-12-04,2019-02-05,-109.4671,40.7543,,14.32561456,,,,0.0001771676492772651,,,,,,,,land,NAM,adjusted location to match NADP station UT95,
671,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-02-05,2019-03-05,-109.4671,40.7543,,30.83826123,,,,0.0003813827481560638,,,,,,,,land,NAM,adjusted location to match NADP station UT95,
672,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-03-05,2019-04-09,-109.4671,40.7543,,19.02925104,,,,0.0002353384324381649,,,,,,,,land,NAM,adjusted location to match NADP station UT95,
673,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-04-09,2019-05-07,-109.4671,40.7543,,16.10644258,,,,0.0001991914942403594,,,,,,,,land,NAM,adjusted location to match NADP station UT95,
674,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-05-07,2019-06-04,-109.4671,40.7543,,27.67283384,,,,0.0003422352946701892,,,,,,,,land,NAM,adjusted location to match NADP station UT95,
675,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-05-01,2018-07-03,-106.986,38.9561,,0.0,,,,0.0,,,,,,,,land,NAM,adjusted location to match NADP station CO10,
676,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-07-03,2018-09-04,-106.986,38.9561,,0.0,,,,0.0,,,,,,,,land,NAM,adjusted location to match NADP station CO10,
677,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-09-04,2018-10-09,-106.986,38.9561,,10.49228202,,,,0.000129760083468106,,,,,,,,land,NAM,adjusted location to match NADP station CO10,
678,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-10-09,2018-11-18,-106.986,38.9561,,8.588787628,,,,0.0001062191997293565,,,,,,,,land,NAM,adjusted location to match NADP station CO10,
679,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-11-18,2018-12-04,-106.986,38.9561,,23.32261029,,,,0.0002884352376495221,,,,,,,,land,NAM,adjusted location to match NADP station CO10,
680,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-12-04,2019-02-05,-106.986,38.9561,,26.52576182,,,,0.0003280492328796838,,,,,,,,land,NAM,adjusted location to match NADP station CO10,
681,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-02-05,2019-03-05,-106.986,38.9561,,36.06303079,,,,0.0004459984850295966,,,,,,,,land,NAM,adjusted location to match NADP station CO10,
682,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-03-05,2019-04-09,-106.986,38.9561,,13.46986882,,,,0.000166584476003976,,,,,,,,land,NAM,adjusted location to match NADP station CO10,
683,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-04-09,2019-05-07,-106.986,38.9561,,42.19660837,,,,0.0005218536266681649,,,,,,,,land,NAM,adjusted location to match NADP station CO10,
684,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-05-07,2019-06-04,-106.986,38.9561,,25.25,,,,0.0003122716394130698,,,,,,,,land,NAM,adjusted location to match NADP station CO10,
685,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-06-04,2019-07-02,-106.986,38.9561,,25.76793429,,,,0.0003186770330703587,,,,,,,,land,NAM,adjusted location to match NADP station CO10,
686,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-06-05,2018-09-10,-113.5551,43.4605,,0.0,,,,0.0,,,,,,,,land,NAM,adjusted location to match NADP station ID03,
687,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-11-20,2018-12-04,-113.5551,43.4605,,48.21790785,,,,0.0005963202033024884,,,,,,,,land,NAM,adjusted location to match NADP station ID03,
688,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-12-04,2019-04-09,-113.5551,43.4605,,6.535947712,,,,8.083133097601358e-05,,,,,,,,land,NAM,adjusted location to match NADP station ID03,
689,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-04-09,2019-05-07,-113.5551,43.4605,,10.50420168,,,,0.0001299074962114504,,,,,,,,land,NAM,adjusted location to match NADP station ID03,
690,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2019-05-07,2019-06-11,-113.5551,43.4605,,19.40110476,,,,0.0002399372193992045,,,,,,,,land,NAM,adjusted location to match NADP station ID03,
691,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-05-01,2018-06-05,-114.217,39.0054,,0.820684295,,,,1.014956159367166e-05,,,,,,,,land,NAM,adjusted location to match NADP station NV05,
692,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-06-05,2018-08-14,-114.217,39.0054,,0.844063507,,,,1.043869683562912e-05,,,,,,,,land,NAM,adjusted location to match NADP station NV05,
693,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-08-14,2018-10-02,-114.217,39.0054,,0.0,,,,0.0,,,,,,,,land,NAM,adjusted location to match NADP station NV05,
694,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-10-02,2018-11-06,-114.217,39.0054,,0.0,,,,0.0,,,,,,,,land,NAM,adjusted location to match NADP station NV05,
695,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-11-06,2018-12-04,-114.217,39.0054,,8.943010194,,,,0.0001105999387947792,,,,,,,,land,NAM,adjusted location to match NADP station NV05,
696,Brahney,2020,https://doi.org/10.1126/science.aaz5819,o,,,,,,27.0,sphere,2018-12-04,2019-02-05,-114.217,39.0054,,31.74531681,,,,0.0003926004801562766,,,,,,,,land,NAM,adjusted location to match NADP station NV05,
