author,year,doi,shape,measure,height,grid_lat,grid_lon,lat,lon,start_date,end_date,duration,number,number_units,n_obs,n_loc
Wang,2020,https://doi.org/10.1016/j.jhazmat.2019.121846,fiber,concentration,,22.0,115.0,22.02,114.48,2019-03-20,2019-04-25,36 days,0.015049899999999998,particle/m3,1,1
Wang,2020,https://doi.org/10.1016/j.jhazmat.2019.121846,fragment,concentration,,-4.0,87.5,-4.19,88.21,2019-03-20,2019-04-25,36 days,0.00088,particle/m3,1,1
Wang,2020,https://doi.org/10.1016/j.jhazmat.2019.121846,fragment,concentration,,0.0,87.5,0.19,87.46,2019-03-20,2019-04-25,36 days,0.00198,particle/m3,1,1
Wang,2020,https://doi.org/10.1016/j.jhazmat.2019.121846,fragment,concentration,,2.0,87.5,2.73,87.28,2019-03-20,2019-04-25,36 days,0.00132,particle/m3,1,1
Wang,2020,https://doi.org/10.1016/j.jhazmat.2019.121846,fragment,concentration,,2.0,107.5,1.85,108.35,2019-03-20,2019-04-25,36 days,0.00088,particle/m3,1,1
Wang,2020,https://doi.org/10.1016/j.jhazmat.2019.121846,fragment,concentration,,14.0,112.5,14.33,112.48,2019-03-20,2019-04-25,36 days,0.00253,particle/m3,1,1
Wang,2020,https://doi.org/10.1016/j.jhazmat.2019.121846,fragment,concentration,,22.0,112.5,22.39,113.63,2019-03-20,2019-04-25,72 days,0.005885,particle/m3,2,2
Wang,2020,https://doi.org/10.1016/j.jhazmat.2019.121846,fragment,concentration,,22.0,115.0,22.02,114.48,2019-03-20,2019-04-25,36 days,0.00209,particle/m3,1,1
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fiber,concentration,,18.0,110.0,18.25,110.75,2020-05-31,2020-07-10,80 days,0.0012257853373565848,particle/m3,2,2
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fiber,concentration,,20.0,110.0,19.333333333333332,110.66666666666667,2020-05-31,2020-07-10,120 days,1.996133399409437e-05,particle/m3,3,2
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fiber,concentration,,20.0,112.5,20.0,112.16666666666667,2020-05-31,2020-07-10,120 days,0.0009745140380037034,particle/m3,3,3
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fiber,concentration,,22.0,112.5,21.416666666666668,112.53333333333333,2020-05-31,2020-07-10,240 days,0.0006530914934998696,particle/m3,6,6
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fiber,concentration,,22.0,115.0,21.666666666666668,115.11666666666666,2020-05-31,2020-07-10,240 days,0.0027784054451126462,particle/m3,6,6
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,film,concentration,,18.0,110.0,18.25,110.75,2020-05-31,2020-07-10,80 days,0.0002829533254619025,particle/m3,2,2
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,film,concentration,,20.0,110.0,19.333333333333332,110.66666666666667,2020-05-31,2020-07-10,120 days,4.607760969359403e-06,particle/m3,3,2
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,film,concentration,,20.0,112.5,20.0,112.16666666666667,2020-05-31,2020-07-10,120 days,0.0002249512858075903,particle/m3,3,3
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,film,concentration,,22.0,112.5,21.416666666666668,112.53333333333333,2020-05-31,2020-07-10,240 days,0.00015075593114466444,particle/m3,6,6
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,film,concentration,,22.0,115.0,21.666666666666668,115.11666666666666,2020-05-31,2020-07-10,240 days,0.0006413513330738957,particle/m3,6,6
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fragment,concentration,,18.0,110.0,18.25,110.75,2020-05-31,2020-07-10,80 days,0.0005656992071368095,particle/m3,2,2
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fragment,concentration,,20.0,110.0,19.333333333333332,110.66666666666667,2020-05-31,2020-07-10,120 days,9.212143814840978e-06,particle/m3,3,2
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fragment,concentration,,20.0,112.5,20.0,112.16666666666667,2020-05-31,2020-07-10,120 days,0.00044973765131766773,particle/m3,3,3
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fragment,concentration,,22.0,112.5,21.416666666666668,112.53333333333333,2020-05-31,2020-07-10,240 days,0.00030140133741312324,particle/m3,6,6
Wang,2021,https://doi.org/10.1016/j.jhazmat.2021.125477,fragment,concentration,,22.0,115.0,21.666666666666668,115.11666666666666,2020-05-31,2020-07-10,240 days,0.0012822324672232502,particle/m3,6,6
Xu,2024,https://doi.org/10.1021/acs.estlett.3c00729,fiber,concentration,1545.0,36.0,117.5,36.27,117.1,2021-06-26,2021-07-28,13 days,0.10838764827838827,particle/m3,13,1
Xu,2024,https://doi.org/10.1021/acs.estlett.3c00729,film,concentration,1545.0,36.0,117.5,36.27,117.1,2021-06-26,2021-08-03,11 days,0.09398595030303031,particle/m3,11,1
Xu,2024,https://doi.org/10.1021/acs.estlett.3c00729,fragment,concentration,1545.0,36.0,117.5,36.27,117.1,2021-06-26,2021-07-28,16 days,0.21837549577380952,particle/m3,16,1
Yuan,2023,https://doi.org/10.1016/j.scitotenv.2023.161839,fiber,concentration,,24.0,112.5,23.1,113.3,2021-03-01,2021-11-30,272 days,0.18996323529411765,particle/m3,3,1
Yuan,2023,https://doi.org/10.1016/j.scitotenv.2023.165190,sphere,concentration,,24.0,112.5,23.108889,113.318889,2021-09-09,2021-09-27,18 days,0.05,particle/m3,1,1
Zhu,2021,https://doi.org/10.1021/acs.est.1c03618,fragment,concentration,,30.0,120.0,30.266666666666666,120.15,2019-08-01,2019-09-30,60 days,246.0,particle/m3,1,1
Zhu,2021,https://doi.org/10.1021/acs.est.1c03618,fragment,concentration,,32.0,120.0,32.01666666666667,118.78333333333332,2019-08-01,2019-09-30,60 days,177.0,particle/m3,1,1
Zhu,2021,https://doi.org/10.1021/acs.est.1c03618,fragment,concentration,,32.0,122.5,31.233333333333334,121.43333333333328,2019-08-01,2019-09-30,60 days,267.0,particle/m3,1,1
Zhu,2021,https://doi.org/10.1021/acs.est.1c03618,fragment,concentration,,40.0,117.5,39.99166666666667,116.76666666666667,2019-08-01,2019-09-30,120 days,358.5,particle/m3,2,2
Abbasi,2021,https://doi.org/10.1016/j.scitotenv.2021.147358,fiber,deposition,,30.0,52.5,29.65,52.425,2019-10-01,2020-09-30,708 days,39.35826881301466,particle/m2/d,24,2
Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,fiber,deposition,1425.0,42.0,2.5,42.8,1.416666666666667,2017-11-16,2018-04-09,140 days,36.680718048736935,particle/m2/d,5,1
Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,film,deposition,1425.0,42.0,2.5,42.8,1.416666666666667,2017-11-16,2018-04-09,140 days,82.69627039597871,particle/m2/d,5,1
Allen,2019,https://doi.org/10.1038/s41561-019-0335-5,fragment,deposition,1425.0,42.0,2.5,42.8,1.416666666666667,2017-11-16,2018-04-09,140 days,227.99049753822706,particle/m2/d,5,1
Amato,2022,https://doi.org/10.1016/j.scitotenv.2022.153450,fiber,deposition,,-24.0,-47.5,-23.55,-46.66666666666666,2019-10-15,2020-12-15,304 days,104.08881578947368,particle/m2/d,20,1
Amato,2022,https://doi.org/10.1016/j.scitotenv.2022.153450,sphere,deposition,,-24.0,-47.5,-23.55,-46.66666666666666,2019-10-15,2020-12-15,304 days,17.69078947368421,particle/m2/d,20,1
Ankit,2024,https://doi.org/10.1016/j.envpol.2024.124629,film,deposition,,30.0,77.5,30.663486666666664,76.72797033333333,2021-10-20,2022-02-23,378 days,135.35666666666665,particle/m2/d,54,3
Ankit,2024,https://doi.org/10.1016/j.envpol.2024.124629,fragment,deposition,,30.0,77.5,30.663486666666664,76.72797033333333,2021-10-20,2022-02-23,378 days,67.67515720000002,particle/m2/d,54,3
Aves,2024,https://doi.org/10.1016/j.atmosenv.2024.120437,fiber,deposition,1031.0,-44.0,170.0,-43.9853,170.4641,2020-07-06,2020-07-13,7 days,87.9047619047619,particle/m2/d,7,1
Aves,2024,https://doi.org/10.1016/j.atmosenv.2024.120437,fragment,deposition,1031.0,-44.0,170.0,-43.9853,170.4641,2020-07-06,2020-07-13,7 days,43.27619047619048,particle/m2/d,7,1
Beaurepaire,2024,https://doi.org/10.1016/j.envpol.2024.123354,fiber,deposition,,48.0,2.5,48.84227,2.58833,2020-04-03,2021-07-27,249 days,19.33847389558233,particle/m2/d,2,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,fiber,deposition,,34.0,-117.5,34.0695,-116.3889,2018-01-02,2019-07-02,427 days,68.00556349606558,particle/m2/d,10,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,fiber,deposition,,36.0,-112.5,36.0586,-112.184,2017-11-01,2019-07-02,427 days,92.0360077733075,particle/m2/d,15,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,fiber,deposition,,38.0,-112.5,37.6186,-112.1728,2018-01-02,2019-07-02,427 days,58.59539292778064,particle/m2/d,24,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,fiber,deposition,,38.0,-110.0,38.4584,-109.821,2017-09-26,2019-06-18,273 days,46.959787688897435,particle/m2/d,20,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,fiber,deposition,,38.0,-107.5,38.9561,-106.986,2017-10-03,2019-07-02,427 days,110.4497817102799,particle/m2/d,31,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,fiber,deposition,,40.0,-115.0,39.0054,-114.217,2017-09-19,2019-07-02,427 days,84.05651723125334,particle/m2/d,20,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,fiber,deposition,,40.0,-110.0,40.7543,-109.4671,2018-03-13,2019-06-04,399 days,97.68921478578112,particle/m2/d,11,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,fiber,deposition,,40.0,-105.0,40.164629590488765,-105.62385680317041,2017-09-12,2019-07-03,757 days,245.96499965346246,particle/m2/d,44,2
Brahney,2020,https://doi.org/10.1126/science.aaz5819,fiber,deposition,,42.0,-110.0,42.929,-109.7875,2017-09-19,2019-07-02,296 days,51.14165636981227,particle/m2/d,24,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,fiber,deposition,,44.0,-112.5,43.4605,-113.5551,2017-10-03,2019-06-11,300 days,74.23374355523902,particle/m2/d,20,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,sphere,deposition,,34.0,-117.5,34.0695,-116.3889,2018-01-02,2019-07-02,427 days,16.819366747941714,particle/m2/d,10,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,sphere,deposition,,36.0,-112.5,36.0586,-112.184,2017-11-01,2019-07-02,427 days,23.49836974800558,particle/m2/d,15,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,sphere,deposition,,38.0,-112.5,37.6186,-112.1728,2018-01-02,2019-07-02,427 days,14.415379653940956,particle/m2/d,24,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,sphere,deposition,,38.0,-110.0,38.4584,-109.821,2017-09-26,2019-06-18,273 days,17.339107348992673,particle/m2/d,20,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,sphere,deposition,,38.0,-107.5,38.9561,-106.986,2017-10-03,2019-07-02,427 days,21.82358008710584,particle/m2/d,31,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,sphere,deposition,,40.0,-115.0,39.0054,-114.217,2017-09-19,2019-07-02,427 days,35.03028875507255,particle/m2/d,20,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,sphere,deposition,,40.0,-110.0,40.7543,-109.4671,2018-03-13,2019-06-04,399 days,24.806105152851295,particle/m2/d,11,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,sphere,deposition,,40.0,-105.0,40.164629590488765,-105.62385680317041,2017-09-12,2019-07-03,757 days,36.46924913373595,particle/m2/d,44,2
Brahney,2020,https://doi.org/10.1126/science.aaz5819,sphere,deposition,,42.0,-110.0,42.929,-109.7875,2017-09-19,2019-07-02,296 days,12.446375864276384,particle/m2/d,24,1
Brahney,2020,https://doi.org/10.1126/science.aaz5819,sphere,deposition,,44.0,-112.5,43.4605,-113.5551,2017-10-03,2019-06-11,300 days,16.968855716574268,particle/m2/d,20,1
Cai,2017,https://doi.org/10.1007/s11356-017-0116-x,fiber,deposition,,24.0,115.0,23.07777777777778,114.27777777777781,2016-10-01,2016-12-31,267 days,47.352059925093634,particle/m2/d,9,3
Chen,2024,https://doi.org/10.1016/j.envpol.2024.124192,fiber,deposition,,30.0,105.0,30.706666666666667,104.05333333333333,2021-07-04,2021-09-25,415 days,137.92056,particle/m2/d,5,5
Chen,2024,https://doi.org/10.1016/j.envpol.2024.124192,sphere,deposition,,30.0,105.0,30.706666666666667,104.05333333333333,2021-07-04,2021-09-25,415 days,122.09943999999999,particle/m2/d,5,5
Dris,2016,https://doi.org/10.1016/j.marpolbul.2016.01.006,fiber,deposition,,48.0,2.5,48.797985347985346,2.477289377289378,2014-02-19,2015-03-12,546 days,93.2967032967033,particle/m2/d,2,2
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fiber,deposition,,28.0,-15.0,28.185,-15.805,2021-05-01,2022-02-01,246 days,10.990243902439024,particle/m2/d,8,2
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fiber,deposition,,38.0,0.0,38.11,-1.17,2021-05-01,2022-02-01,123 days,15.841463414634147,particle/m2/d,4,1
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fiber,deposition,,40.0,-2.5,40.555,-3.525,2021-05-01,2022-02-01,246 days,5.0512195121951216,particle/m2/d,8,2
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fiber,deposition,,42.0,-10.0,42.19,-8.82,2021-05-01,2022-02-01,123 days,31.746951219512194,particle/m2/d,4,1
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fiber,deposition,,42.0,-2.5,42.52333333333333,-2.9033333333333333,2021-05-01,2022-02-01,369 days,26.120325203252033,particle/m2/d,12,3
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fiber,deposition,,42.0,2.5,41.44,2.13,2021-05-01,2022-02-01,123 days,44.44085365853658,particle/m2/d,4,1
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fragment,deposition,,28.0,-15.0,28.185,-15.805,2021-05-01,2022-02-01,246 days,3.5168780487804883,particle/m2/d,8,2
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fragment,deposition,,38.0,0.0,38.11,-1.17,2021-05-01,2022-02-01,123 days,5.069268292682927,particle/m2/d,4,1
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fragment,deposition,,40.0,-2.5,40.555,-3.525,2021-05-01,2022-02-01,246 days,1.6163902439024391,particle/m2/d,8,2
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fragment,deposition,,42.0,-10.0,42.19,-8.82,2021-05-01,2022-02-01,123 days,10.159024390243902,particle/m2/d,4,1
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fragment,deposition,,42.0,-2.5,42.52333333333333,-2.9033333333333333,2021-05-01,2022-02-01,369 days,8.35850406504065,particle/m2/d,12,3
Edo,2023,https://doi.org/10.1016/j.scitotenv.2023.166923,fragment,deposition,,42.0,2.5,41.44,2.13,2021-05-01,2022-02-01,123 days,14.221073170731705,particle/m2/d,4,1
Elnahas,2024,https://doi.org/10.1021/acsestair.4c00189,fiber,deposition,,38.0,-80.0,37.26,-80.52,2023-03-22,2023-09-09,210 days,34.782,particle/m2/d,10,2
Elnahas,2024,https://doi.org/10.1021/acsestair.4c00189,film,deposition,,38.0,-80.0,37.26,-80.52,2023-03-22,2023-09-09,210 days,6.138,particle/m2/d,10,2
Elnahas,2024,https://doi.org/10.1021/acsestair.4c00189,fragment,deposition,,38.0,-80.0,37.26,-80.52,2023-03-22,2023-09-09,210 days,27.28,particle/m2/d,10,2
Hamilton,2021,https://doi.org/10.1016/j.scitotenv.2021.145536,fiber,deposition,,68.0,-62.5,67.2,-62.5,2018-08-10,2018-08-12,2 days,1970.73,particle/m2/d,1,1
Hamilton,2021,https://doi.org/10.1016/j.scitotenv.2021.145536,fragment,deposition,,68.0,-62.5,67.2,-62.5,2018-08-10,2018-08-12,2 days,437.94,particle/m2/d,1,1
Hee,2023,https://doi.org/10.1016/j.scitotenv.2023.166153,fiber,deposition,,2.0,102.5,2.9245,101.77317000000001,2020-08-01,2021-05-31,294 days,156.69727891156464,particle/m2/d,10,1
Hee,2023,https://doi.org/10.1016/j.scitotenv.2023.166153,fiber,deposition,,6.0,102.5,5.6124149999999995,103.0468666665,2020-08-01,2021-05-31,588 days,129.99459183673468,particle/m2/d,20,2
Hee,2023,https://doi.org/10.1016/j.scitotenv.2023.166153,fragment,deposition,,2.0,102.5,2.9245,101.77317000000001,2020-08-01,2021-05-31,294 days,183.94897959183675,particle/m2/d,10,1
Hee,2023,https://doi.org/10.1016/j.scitotenv.2023.166153,fragment,deposition,,6.0,102.5,5.6124149999999995,103.0468666665,2020-08-01,2021-05-31,588 days,152.6023469387755,particle/m2/d,20,2
Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,fiber,deposition,,24.0,112.5,23.2,113.4,2018-08-01,2019-07-31,362 days,86.7817679558011,particle/m2/d,12,1
Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,film,deposition,,24.0,112.5,23.2,113.4,2018-08-01,2019-07-31,362 days,2.5359116022099446,particle/m2/d,12,1
Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,fragment,deposition,,24.0,112.5,23.2,113.4,2018-08-01,2019-07-31,362 days,18.593922651933703,particle/m2/d,12,1
Huang,2021,https://doi.org/10.1016/j.jhazmat.2021.126168,sphere,deposition,,24.0,112.5,23.2,113.4,2018-08-01,2019-07-31,362 days,5.044198895027624,particle/m2/d,12,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fiber,deposition,20.0,-74.0,162.5,-74.9,163.65,2020-01-07,2020-11-29,327 days,0.10649999999999998,particle/m2/d,1,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fiber,deposition,30.0,-74.0,165.0,-74.33333333333333,165.13333333333333,2020-01-18,2020-11-17,304 days,0.038000000000000006,particle/m2/d,1,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fiber,deposition,60.0,-74.0,165.0,-74.71666666666667,164.115,2020-01-20,2020-12-20,335 days,0.13899999999999998,particle/m2/d,1,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fiber,deposition,160.0,-74.0,167.5,-73.58333333333333,166.61666666666667,2020-01-20,2020-12-05,320 days,0.0725,particle/m2/d,1,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fiber,deposition,1250.0,-74.0,162.5,-74.95,161.76666666666668,2020-01-07,2020-12-10,338 days,0.17200000000000001,particle/m2/d,1,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fiber,deposition,1621.0,-74.0,162.5,-74.16666666666667,163.45,2020-01-06,2020-11-18,317 days,0.14650000000000002,particle/m2/d,1,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fragment,deposition,20.0,-74.0,162.5,-74.9,163.65,2020-01-07,2020-11-29,327 days,2.0235,particle/m2/d,1,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fragment,deposition,30.0,-74.0,165.0,-74.33333333333333,165.13333333333333,2020-01-18,2020-11-17,304 days,0.722,particle/m2/d,1,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fragment,deposition,60.0,-74.0,165.0,-74.71666666666667,164.115,2020-01-20,2020-12-20,335 days,2.6409999999999996,particle/m2/d,1,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fragment,deposition,160.0,-74.0,167.5,-73.58333333333333,166.61666666666667,2020-01-20,2020-12-05,320 days,1.3775,particle/m2/d,1,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fragment,deposition,1250.0,-74.0,162.5,-74.95,161.76666666666668,2020-01-07,2020-12-10,338 days,3.268,particle/m2/d,1,1
Illuminati,2024,https://doi.org/10.1016/j.scitotenv.2024.175221,fragment,deposition,1621.0,-74.0,162.5,-74.16666666666667,163.45,2020-01-06,2020-11-18,317 days,2.7835,particle/m2/d,1,1
Jenner,2022,https://doi.org/10.3390/atmos13020265,fiber,deposition,,54.0,0.0,53.739996,-0.348044,2019-10-01,2020-10-31,384 days,282.70265625,particle/m2/d,13,1
Jenner,2022,https://doi.org/10.3390/atmos13020265,film,deposition,,54.0,0.0,53.739996,-0.348044,2019-10-01,2020-10-31,384 days,2104.56421875,particle/m2/d,13,1
Jenner,2022,https://doi.org/10.3390/atmos13020265,fragment,deposition,,54.0,0.0,53.739996,-0.348044,2019-10-01,2020-10-31,384 days,753.87375,particle/m2/d,13,1
Jia,2022,https://doi.org/10.1016/j.scitotenv.2022.157609,fiber,deposition,,32.0,122.5,31.2,121.45,2021-04-19,2021-07-09,3 days,4797.259523333334,particle/m2/d,3,1
Jia,2022,https://doi.org/10.1016/j.scitotenv.2022.157609,film,deposition,,32.0,122.5,31.2,121.45,2021-04-19,2021-07-09,3 days,1235.3513986666667,particle/m2/d,3,1
Jia,2022,https://doi.org/10.1016/j.scitotenv.2022.157609,sphere,deposition,,32.0,122.5,31.2,121.45,2021-04-19,2021-07-09,3 days,489.83574466666664,particle/m2/d,3,1
Kernchen,2022,https://doi.org/10.1016/j.scitotenv.2021.151812,fiber,deposition,,50.0,10.0,50.49769,9.93586,2018-03-22,2018-09-07,167 days,1.1194011976047904,particle/m2/d,7,1
Kernchen,2022,https://doi.org/10.1016/j.scitotenv.2021.151812,fiber,deposition,,52.0,10.0,51.58714124629079,9.432592729970326,2018-03-22,2018-10-06,337 days,1.1018991097922848,particle/m2/d,11,3
Kernchen,2022,https://doi.org/10.1016/j.scitotenv.2021.151812,fiber,deposition,,54.0,7.5,53.343104159999996,8.64153392,2018-03-22,2018-10-04,375 days,3.24272,particle/m2/d,14,2
Kernchen,2022,https://doi.org/10.1016/j.scitotenv.2021.151812,fragment,deposition,,50.0,10.0,50.49769,9.93586,2018-03-22,2018-09-07,167 days,54.29095808383234,particle/m2/d,7,1
Kernchen,2022,https://doi.org/10.1016/j.scitotenv.2021.151812,fragment,deposition,,52.0,10.0,51.58714124629079,9.432592729970326,2018-03-22,2018-10-06,337 days,53.442106824925816,particle/m2/d,11,3
Kernchen,2022,https://doi.org/10.1016/j.scitotenv.2021.151812,fragment,deposition,,54.0,7.5,53.343104159999996,8.64153392,2018-03-22,2018-10-04,375 days,157.27192,particle/m2/d,14,2
Kernchen,2024,https://doi.org/10.1007/s11869-024-01571-w,fragment,deposition,,52.0,10.0,51.32476,9.52471,2019-04-29,2020-01-02,248 days,22.623076923076923,particle/m2/d,8,1
Klein and Fischer,2019,https://doi.org/10.1016/j.scitotenv.2019.05.405,fiber,deposition,,54.0,10.0,53.53,10.006000000000002,2017-12-01,2018-02-28,89 days,13.75,particle/m2/d,1,1
Klein and Fischer,2019,https://doi.org/10.1016/j.scitotenv.2019.05.405,fragment,deposition,,54.0,10.0,53.53,10.006000000000002,2017-12-01,2018-02-28,89 days,261.25,particle/m2/d,1,1
Kyriakoudes,2023,https://doi.org/10.1016/j.chemosphere.2023.140258,fiber,deposition,,50.0,-5.0,50.37510000000001,-4.1384,2021-11-05,2021-12-17,42 days,34.60241714285714,particle/m2/d,12,1
Kyriakoudes,2023,https://doi.org/10.1016/j.chemosphere.2023.140258,fragment,deposition,,50.0,-5.0,50.37510000000001,-4.1384,2021-11-05,2021-12-17,42 days,5.515702857142856,particle/m2/d,12,1
Kyriakoudes,2023,https://doi.org/10.1016/j.chemosphere.2023.140258,sphere,deposition,,50.0,-5.0,50.37510000000001,-4.1384,2021-11-05,2021-12-17,42 days,2.930217142857143,particle/m2/d,12,1
Liao,2021,https://doi.org/10.1016/j.jhazmat.2021.126007,fragment,deposition,,-6.0,107.5,-6.116666666666666,106.85,2018-07-01,2018-12-31,178 days,1.303932584269663,particle/m2/d,6,1
Liu,2022,https://doi.org/10.1016/j.ecoenv.2022.113353,fiber,deposition,,36.0,102.5,36.0,103.7,2020-02-01,2020-08-31,210 days,159.74032714285715,particle/m2/d,3,1
Liu,2022,https://doi.org/10.1016/j.ecoenv.2022.113353,fragment,deposition,,36.0,102.5,36.0,103.7,2020-02-01,2020-08-31,210 days,149.3151319047619,particle/m2/d,3,1
Logvina,2024,https://doi.org/10.3390/microplastics3040043,sphere,deposition,,42.0,-7.5,41.151629,-8.637068,2022-09-29,2024-03-19,336 days,145.5,particle/m2/d,24,1
Lu,2024,https://doi.org/10.1016/j.scitotenv.2023.168834,fiber,deposition,,40.0,115.0,39.81,116.025,2021-09-01,2022-02-28,360 days,101.945,particle/m2/d,2,2
Lu,2024,https://doi.org/10.1016/j.scitotenv.2023.168834,fiber,deposition,,40.0,117.5,39.8775,116.5575,2021-09-01,2022-02-28,720 days,199.6575,particle/m2/d,4,4
Purwiyanto,2022,https://doi.org/10.1016/j.marpolbul.2021.113195,fiber,deposition,,-6.0,107.5,-6.116666666666666,106.85,2018-03-01,2019-02-28,353 days,12.410311614730878,particle/m2/d,12,1
Purwiyanto,2022,https://doi.org/10.1016/j.marpolbul.2021.113195,fragment,deposition,,-6.0,107.5,-6.116666666666666,106.85,2018-03-01,2019-02-28,175 days,1.875657142857143,particle/m2/d,6,1
Rao,2024,https://doi.org/10.1016/j.jhazmat.2023.132860,fiber,deposition,,32.0,120.0,32.12,118.96,2020-08-01,2021-08-01,348 days,60.06516091954023,particle/m2/d,12,1
Rao,2024,https://doi.org/10.1016/j.jhazmat.2023.132860,fragment,deposition,,32.0,120.0,32.12,118.96,2020-08-01,2021-08-01,348 days,240.26064367816093,particle/m2/d,12,1
Roblin,2020,https://doi.org/10.1021/acs.est.0c04000,fiber,deposition,,56.0,-7.5,55.37175,-7.33945,2017-06-01,2018-05-31,364 days,0.001179359781008001,particle/m2/d,1,1
Szewc,2021,https://doi.org/10.1016/j.scitotenv.2020.143272,fiber,deposition,,54.0,17.5,54.5,18.53333333333333,2017-01-12,2017-08-03,126 days,6.611111111111111,particle/m2/d,17,1
Szewc,2021,https://doi.org/10.1016/j.scitotenv.2020.143272,film,deposition,,54.0,17.5,54.5,18.53333333333333,2017-01-12,2017-08-03,126 days,1.0555555555555556,particle/m2/d,17,1
Szewc,2021,https://doi.org/10.1016/j.scitotenv.2020.143272,fragment,deposition,,54.0,17.5,54.5,18.53333333333333,2017-01-12,2017-08-03,126 days,2.388888888888889,particle/m2/d,17,1
Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,fiber,deposition,,10.0,107.5,10.95,106.4333333333333,2018-12-20,2019-06-08,20 days,817.175,particle/m2/d,8,1
Thinh,2020,https://doi.org/10.31276/vjste.62(3).83-89,fragment,deposition,,10.0,107.5,10.95,106.4333333333333,2018-12-20,2019-06-08,20 days,464.385,particle/m2/d,8,1
Truong,2021,https://doi.org/10.1016/j.chemosphere.2021.129874,fiber,deposition,,10.0,107.5,10.894444444444444,106.51666666666667,2018-06-14,2019-06-26,72 days,281.8611111111111,particle/m2/d,72,3
Truong,2021,https://doi.org/10.1016/j.chemosphere.2021.129874,fragment,deposition,,10.0,107.5,10.894444444444444,106.51666666666667,2018-06-14,2019-06-26,72 days,4.652777777777778,particle/m2/d,72,3
